robot_id,serial_number,model,manufacturer,robot_type,manufacture_date,installation_date,operational_status,max_payload_kg,max_speed_mps,battery_capacity_wh,sensor_type,software_version,home_zone,color,weight_kg,height_cm,width_cm,maintenance_cycle_days,total_operational_hours
810105,SN7637635,NavBot-V2,Fetch Robotics,AMR,2022-11-06,2023-04-02,Idle,166.8,0.7,6633,Fusion,v5.4.10,Zone-B,Orange,781.4,154,120,90,977.4
814134,SN2080041,AMR-500,Fetch Robotics,Cobotic Arm,2024-01-21,2024-03-14,Active,364.2,3.29,2070,LiDAR,v5.5.8,Zone-H,Grey,557.1,93,43,90,9115.6
815420,SN1646652,PickBot-3,AutoStore,AMR,2018-11-01,2019-04-20,Active,414.5,0.87,7515,ToF,v3.4.1,Zone-D,Yellow,169.9,87,101,180,11211.1
816111,SN4688926,SortBot-X,Fetch Robotics,Palletizer,2023-06-13,2023-07-28,Active,54.1,1.09,3286,Stereo Camera,v2.6.17,Zone-B,White,40.9,128,45,60,5529.9
817157,SN5641186,PickBot-3,Fetch Robotics,AGV,2020-04-09,2020-08-26,Active,422.6,2.8,8421,LiDAR,v2.0.1,Zone-C,Grey,287.5,175,119,90,7775.4
824287,SN7017611,NavBot-V2,Fetch Robotics,Cobotic Arm,2023-05-11,2023-11-03,Active,293.4,0.79,9652,LiDAR,v5.2.6,Zone-F,Blue,147.7,176,146,180,9981.8
824408,SN5334323,AMR-200,Fetch Robotics,AMR,2021-04-14,2021-07-19,Active,571.0,3.2,10335,LiDAR,v2.8.8,Zone-E,Yellow,198.2,91,114,90,9950.3
826836,SN5631766,AGV-Pro,Geek+,AGV,2023-11-05,2023-12-13,Active,580.8,2.68,11163,LiDAR,v5.6.2,Zone-D,Orange,702.0,176,132,90,763.1
827425,SN9295163,AGV-Pro,Boston Dynamics,Sorter,2018-08-27,2019-02-04,Active,511.8,0.71,1643,LiDAR,v5.4.12,Zone-G,Grey,494.5,203,65,60,7916.3
827793,SN4013907,AGV-Pro,GreyOrange,Cobotic Arm,2020-09-22,2020-11-19,Decommissioned,495.2,2.58,1828,Stereo Camera,v2.7.18,Zone-E,White,165.9,96,149,90,3856.6
832617,SN5441558,AMR-200,GreyOrange,AGV,2019-09-24,2020-01-11,Active,139.1,2.39,11128,Stereo Camera,v3.0.16,Zone-D,Yellow,458.6,64,100,180,16501.3
839506,SN6016466,AMR-200,AutoStore,Palletizer,2019-05-11,2019-11-04,Under Maintenance,42.7,2.77,4693,LiDAR,v5.4.11,Zone-A,Blue,227.0,213,114,365,17578.7
840484,SN5214884,AMR-500,Fetch Robotics,Sorter,2019-11-25,2020-04-14,Reserved,307.2,2.98,507,LiDAR,v2.0.18,Zone-A,Grey,781.7,143,124,90,5400.6
